,Recency,Frequency,MonetaryValue
0,3.2012241189845785,0.7070550249970754,7.484529851401041
1,1.9461506875967753,6.060363036831347,14.933191948081813
2,2.3686633486033744,3.794005626790242,11.823918408239534
3,0.6515153519069021,4.862047337144221,13.276415475028157
4,0.6515153519069021,3.075409370521859,10.649912686665877
5,1.2263671804286862,5.201183338035884,13.743758967712
6,3.0548886676866154,1.4426723683816955,8.680367566420944
7,2.181102626198112,4.570058960680398,12.858522240905556
8,1.9461506875967753,2.7624141491657817,10.309085656998283
9,0.6515153519069021,4.5916273014574305,12.847288416030826
10,1.6407386937441204,5.621836455820754,14.306683691688603
11,2.5923783083923255,3.206594545526246,10.991254240240167
12,0.0,6.51340436714277,15.574912358324479
13,1.396631970292603,5.601518948957029,14.236411197627376
14,0.9964842586527763,2.460907627788596,9.780460316928464
15,0.0,6.6176288935435625,15.677024654292845
16,1.6407386937441204,3.4338898244481797,11.273917510351186
17,0.0,5.057363428145859,13.486729713059006
18,2.638288668384913,3.4338898244481797,11.237933940717111
19,2.251733842045806,2.569914849203163,9.856298881521017
20,0.9964842586527763,5.944852538053414,14.78859309095047
21,0.0,4.67458830717191,12.94248223926517
22,1.6407386937441204,4.432776295385575,12.678378456215187
23,0.0,2.8484001169074613,10.409367732772882
24,1.2263671804286862,3.8702141055318986,11.849930814219315
25,2.5412542570072634,3.142720785904284,10.756721663859048
26,1.8136272009636158,4.9303159253278075,13.344004505029591
27,0.0,6.310828033990087,15.291724277917117
28,1.6407386937441204,4.136925650055931,12.185055272651644
29,0.0,5.331379398117834,13.891102531610501
30,0.0,5.1454514553845705,13.570594093627106
31,0.0,5.267816495036952,13.86486725001992
32,2.7638115444729676,3.754145534327317,11.775234415201306
33,2.4180619178265337,2.460907627788596,9.856298881521017
34,0.6515153519069021,5.267816495036952,13.80753020113915
35,1.9461506875967753,3.832671322999159,11.83697137074569
36,0.6515153519069021,5.267816495036952,13.842729721317875
37,1.6407386937441204,4.694551608735689,12.999905837518215
38,2.3419325506126847,3.626571062020832,11.561122945467481
39,0.0,5.879181910403633,14.64455426117976
40,0.9964842586527763,5.570478818573583,14.174820335733253
41,1.9461506875967753,5.057363428145859,13.543912140696042
42,1.7335764484645666,4.5916273014574305,12.932938076218319
43,2.869141994399832,1.685754566636922,8.969550429802673
44,1.7335764484645666,2.569914849203163,10.135305862830085
45,2.931676004467149,1.8866805804665427,9.037222801254853
46,2.0528685193183898,4.4801256855872325,12.768011031069216
47,1.2263671804286862,5.3681606509340565,13.901929935345107
48,0.0,4.9303159253278075,13.28933470423986
49,0.0,5.427373918720976,14.00222701895214
50,0.0,5.438919473081759,14.051499706152738
51,0.6515153519069021,3.67051961094578,11.6084973670127
52,0.0,4.6337490796724845,12.917324596365853
53,0.0,4.1064183400227074,12.141576132001589
54,2.860600568651009,3.142720785904284,10.740710677790146
55,0.0,8.099535760475101,17.76961970114876
56,0.0,6.174071728062409,15.064061789968342
57,0.6515153519069021,3.9066991700518603,11.847777342753604
58,1.5307437484490876,3.7130124362501236,11.583719567426229
59,1.8136272009636158,4.279660863059676,12.352611236347771
60,2.5228563512629036,4.07518326642418,12.10266467191741
61,0.0,5.570478818573583,14.239440484964671
62,1.2263671804286862,3.754145534327317,11.763984394813523
63,0.9964842586527763,3.9767297091365417,12.026170607365646
64,1.396631970292603,3.754145534327317,11.635363518495923
65,2.0021371603090286,3.9421861446898334,11.896670512851339
66,0.0,6.742882404189833,15.852021667410856
67,0.6515153519069021,5.228224556280676,13.729646572303407
68,1.396631970292603,2.569914849203163,9.986008084528185
69,0.6515153519069021,6.435736823678966,15.440065351998305
70,0.0,5.3681606509340565,14.018564266684752
71,0.0,7.2134864512279755,16.53733963753048
72,0.9964842586527763,4.4801256855872325,12.732407022809689
73,0.0,3.9767297091365417,12.062905723096677
74,1.6407386937441204,3.004255853385491,10.70002624721786
75,0.6515153519069021,6.194422856196229,15.097751258980132
76,0.0,5.241548619120451,13.746881082006967
77,2.503693753711058,2.569914849203163,10.065279690865077
78,2.099189049026517,2.6699502839960365,10.106478109031741
79,0.0,6.022890530768278,14.869479155471442
80,3.3422509329842067,1.4426723683816955,8.707671401020473
81,0.0,4.570058960680398,12.828414281464873
82,2.2176451588632196,3.5810601390203067,11.42466231601692
83,1.396631970292603,3.380784603686283,11.19500763254613
84,0.6515153519069021,6.125431654787585,14.963253871314798
85,2.9388496509956585,2.20800583856032,9.625405489883779
86,0.0,6.977192333015408,16.21031245991149
87,1.8838062557894077,3.4338898244481797,11.25901304202113
88,2.3419325506126847,4.195891015229306,12.274157802183357
